,clickstream_userid,S0,S1,S2,S3,Model Score S0,Model Score S1,Model Score S2,Model Score S3
2c09411b06cfed29c5ed3c1ac358f0fa,2c09411b06cfed29c5ed3c1ac358f0fa,0,0,1,0,0.0,0.04,0.66,0.06
77e7a65a0aaee645ef29047a4137d6ca,77e7a65a0aaee645ef29047a4137d6ca,0,0,1,0,0.14,0.04,0.84,0.02
5a9f6144a0d07f77d6f1e4051b927c0f,5a9f6144a0d07f77d6f1e4051b927c0f,1,0,0,0,0.7333333333333334,0.01,0.198,0.24
538dafa1fa603dab318f6e49f737ea09,538dafa1fa603dab318f6e49f737ea09,0,0,1,0,0.18,0.02,0.74,0.08
82b33f16083ad21ae77114d66efdb9b8,82b33f16083ad21ae77114d66efdb9b8,0,0,0,1,0.18,0.08,0.1,0.72
c8bb924c0c6cf78a811f2deb4c751f87,c8bb924c0c6cf78a811f2deb4c751f87,1,0,0,0,0.34,0.06,0.2,0.04
9279733e7c3bbfe7f29c0dfe2f3281d9,9279733e7c3bbfe7f29c0dfe2f3281d9,1,0,0,0,0.82,0.02,0.1,0.04
248b2887a3b0ee77e1fccd814e1ee7ff,248b2887a3b0ee77e1fccd814e1ee7ff,1,0,0,0,0.76,0.02,0.16,0.04
e813b7c293d3d90eb1d2428956cb771c,e813b7c293d3d90eb1d2428956cb771c,0,0,1,0,0.16,0.04,0.5,0.06
898d6fa94fd5937a51c499244c2de497,898d6fa94fd5937a51c499244c2de497,1,0,0,0,0.7,0.0,0.18,0.04
9f37b0e8c3f414c7384a2a7c00d63229,9f37b0e8c3f414c7384a2a7c00d63229,0,1,0,0,0.16,0.64,0.14,0.1
0ddf2c1a3f4b7762ebf99d5048ba7fc7,0ddf2c1a3f4b7762ebf99d5048ba7fc7,1,0,0,0,0.76,0.0,0.08,0.02
825f857faaa2dd5b2fffdc20b4667caa,825f857faaa2dd5b2fffdc20b4667caa,1,0,0,0,0.8,0.02,0.08333333333333334,0.14
823d76e7e0d730726b37338440eee44e,823d76e7e0d730726b37338440eee44e,0,0,0,1,0.02,0.1,0.12,0.64
51499419dd11b2279e388f70db6fec1f,51499419dd11b2279e388f70db6fec1f,0,0,0,1,0.2,0.02,0.06,0.7
05c76556ec76c93882d2c676e459fd7c,05c76556ec76c93882d2c676e459fd7c,1,0,0,0,0.78,0.08,0.14,0.04
190135ce092cfb3d6732a297bd90c0f1,190135ce092cfb3d6732a297bd90c0f1,1,0,0,0,0.68,0.04,0.18,0.1
c9c677114910df03a8b014a95650368f,c9c677114910df03a8b014a95650368f,1,0,0,0,0.84,0.02,0.16,0.04
b8608c3a1a5c85f35dfb9c81099adb28,b8608c3a1a5c85f35dfb9c81099adb28,1,0,0,0,0.32,0.0,0.14,0.0
135ce686987aa91e171e47d63c51e781,135ce686987aa91e171e47d63c51e781,1,0,0,0,0.78,0.08,0.18,0.06
f256f142563289200311f0af80fa2e95,f256f142563289200311f0af80fa2e95,1,0,0,0,0.78,0.06,0.34,0.04
80e57c24a62ff1fc46d8e4a83fdd2359,80e57c24a62ff1fc46d8e4a83fdd2359,1,0,0,0,0.72,0.08,0.14,0.06
b51c4f7da3f175a2bc2d210c206fd63b,b51c4f7da3f175a2bc2d210c206fd63b,0,0,0,1,0.18,0.14,0.16,0.62
0475583df9b26a6f84ced2d2ff6fa139,0475583df9b26a6f84ced2d2ff6fa139,1,0,0,0,0.7,0.06,0.24,0.04
7d9e57ef759e29e355b2c8750ad62776,7d9e57ef759e29e355b2c8750ad62776,1,0,0,0,0.8,0.06,0.14,0.06
aa56033cc7f3613f4334e26a0550436f,aa56033cc7f3613f4334e26a0550436f,0,0,0,1,0.48,0.04,0.48,0.68
fb0a5484d20398f18e99e17c2c04d772,fb0a5484d20398f18e99e17c2c04d772,0,0,1,0,0.08,0.06,0.8,0.06
c1c08031676ec1b0185a4db6044a9684,c1c08031676ec1b0185a4db6044a9684,0,0,1,0,0.14,0.06,0.82,0.02
04c78fe3711bc1955e9d25861db46bd4,04c78fe3711bc1955e9d25861db46bd4,0,0,1,0,0.18,0.1,0.74,0.04
89ce8888d576e5b986da7e25d39929ea,89ce8888d576e5b986da7e25d39929ea,1,0,0,0,0.78,0.06,0.1,0.04
495a9b73ba77fd81399e7616d511026f,495a9b73ba77fd81399e7616d511026f,0,0,1,0,0.04,0.06,0.7,0.02
e38bb5e3d2f99cc7f5393fb6ff24aa8f,e38bb5e3d2f99cc7f5393fb6ff24aa8f,1,0,0,0,0.84,0.02,0.22,0.0
b697ea3ffe48f47569add488c00ca52a,b697ea3ffe48f47569add488c00ca52a,0,0,1,0,0.2,0.02,0.76,0.02
af0a38a2875c492e5c706200fbcfd9d9,af0a38a2875c492e5c706200fbcfd9d9,1,0,0,0,0.76,0.02,0.18,0.04
b96bc86d34e09a7bb1d5406255135791,b96bc86d34e09a7bb1d5406255135791,0,0,1,0,0.16,0.04,0.7,0.02
ffdce8952e090bcb58d3049fd787e394,ffdce8952e090bcb58d3049fd787e394,1,0,0,0,0.84,0.06,0.38,0.0
ae6a69b4d57c4e0ac034c9b4e7a74978,ae6a69b4d57c4e0ac034c9b4e7a74978,0,0,1,0,0.14,0.1,0.74,0.04
08f7cb0d3203e960eb5ec0f7b51c0783,08f7cb0d3203e960eb5ec0f7b51c0783,0,0,1,0,0.1,0.02,0.34,0.0
736633d6ec9acb7c843cdb1b007e5691,736633d6ec9acb7c843cdb1b007e5691,0,1,0,0,0.06,0.06,0.14,0.04
2a398b4705280c715f8092c2ea99c909,2a398b4705280c715f8092c2ea99c909,0,0,1,0,0.26,0.06,0.8,0.06
da423567e38ad75aacb8741405d18321,da423567e38ad75aacb8741405d18321,1,0,0,0,0.82,0.0,0.06,0.06
418268d272d336467d55ce7f978b4c0b,418268d272d336467d55ce7f978b4c0b,0,1,0,0,0.08,0.56,0.1,0.04
a6f2cdb11e092e5bb190c9322c844e1a,a6f2cdb11e092e5bb190c9322c844e1a,0,0,0,1,0.08,0.04,0.16,0.14
3391fdf83620d62b9652bfd41b40d4cc,3391fdf83620d62b9652bfd41b40d4cc,1,0,0,0,0.76,0.02,0.18,0.02
31848abb0ac8f8008afdc2dcff32e9bb,31848abb0ac8f8008afdc2dcff32e9bb,1,0,0,0,0.82,0.02,0.12,0.12
dcc11a01573d2f584ccacc8a3a04d4bd,dcc11a01573d2f584ccacc8a3a04d4bd,1,0,0,0,0.72,0.1,0.14,0.02
2509c9172dad75d0b45d6b1070241135,2509c9172dad75d0b45d6b1070241135,0,0,1,0,0.12,0.04,0.7,0.06
771a6d64999d30d14ed8a1a37136f1d5,771a6d64999d30d14ed8a1a37136f1d5,1,0,0,0,0.78,0.04,0.08,0.02
a0b89778d7f07391741ed98bc53e7135,a0b89778d7f07391741ed98bc53e7135,0,0,1,0,0.2,0.04,0.84,0.1
16f101e53746655521d630478aae270b,16f101e53746655521d630478aae270b,1,0,0,0,0.36,0.02,0.14,0.04
526b9790ae3cbebcc865810b827fc4f6,526b9790ae3cbebcc865810b827fc4f6,1,0,0,0,0.7,0.04,0.08,0.04
169228689485f3ba46c1b4da8e317fbf,169228689485f3ba46c1b4da8e317fbf,0,0,1,0,0.02,0.04,0.78,0.08
3e8c38d165761855529ed2b5eb9df759,3e8c38d165761855529ed2b5eb9df759,1,0,0,0,0.8,0.08,0.26,0.14
c5cd4e3881c66f04e42d71d1a8375adb,c5cd4e3881c66f04e42d71d1a8375adb,0,0,1,0,0.14,0.0,0.72,0.06
6e18e2dd6cf00a724af495fa7aad5301,6e18e2dd6cf00a724af495fa7aad5301,1,0,0,0,0.82,0.06,0.1,0.06
fabd0a0b9e86e1fb1a3fae54156c7b13,fabd0a0b9e86e1fb1a3fae54156c7b13,0,0,1,0,0.12,0.04,0.78,0.0
282fdc4bc44ffe13334fa01472a20f22,282fdc4bc44ffe13334fa01472a20f22,0,0,0,1,0.2,0.04,0.2,0.58
a6961b5a67e3414c0554cf899264c993,a6961b5a67e3414c0554cf899264c993,0,1,0,0,0.18,0.66,0.16,0.08
42b20fd72832f7766bed4a0141f9c81a,42b20fd72832f7766bed4a0141f9c81a,1,0,0,0,0.7,0.08,0.16,0.0
85f3095aacb9a1b9428782349f681e25,85f3095aacb9a1b9428782349f681e25,0,0,0,1,0.22,0.04,0.16,0.12
4ca0254438f68858802513f02e1e072f,4ca0254438f68858802513f02e1e072f,0,0,1,0,0.08,0.02,0.72,0.06
25c1fcb1dbe71e1f0206a2c1fbeccbfe,25c1fcb1dbe71e1f0206a2c1fbeccbfe,1,0,0,0,0.76,0.06,0.18,0.22
66e0e8e6f6f054073113c99cbc750968,66e0e8e6f6f054073113c99cbc750968,1,0,0,0,0.7,0.0,0.52,0.04
b76157fac7f7d515e077ee1fc783e884,b76157fac7f7d515e077ee1fc783e884,0,0,1,0,0.06,0.04,0.84,0.02
bb1889b37b26313b10a810e24986dae2,bb1889b37b26313b10a810e24986dae2,1,0,0,0,0.76,0.06,0.2,0.06
4a3f6275e22411fec89d59556d418233,4a3f6275e22411fec89d59556d418233,0,0,1,0,0.08,0.04,0.74,0.0
2c24dc2a12b4c433104a3a53bb94583c,2c24dc2a12b4c433104a3a53bb94583c,0,0,1,0,0.12,0.0,0.8266666666666667,0.14
f32982a98548c0a990a439e2bc9aafee,f32982a98548c0a990a439e2bc9aafee,1,0,0,0,0.72,0.02,0.12,0.06
a032be694eb1f23a34779a02bcac7a80,a032be694eb1f23a34779a02bcac7a80,1,0,0,0,0.72,0.1,0.12,0.04
9cd1182603b996e6aa970527132bc5cc,9cd1182603b996e6aa970527132bc5cc,1,0,0,0,0.74,0.0,0.18,0.06
c799e0267819451f2f7df7cf28d99c07,c799e0267819451f2f7df7cf28d99c07,0,0,1,0,0.14,0.02,0.78,0.1
01853c2b8f6aa0bd25dc2521bb4a44e8,01853c2b8f6aa0bd25dc2521bb4a44e8,1,0,0,0,0.84,0.04,0.14,0.06
636a1823d854daebf9b2aeb6c0f77bd3,636a1823d854daebf9b2aeb6c0f77bd3,0,0,0,1,0.12,0.08,0.06,0.7
3d1c70406c733ccedacfb76dd4f76351,3d1c70406c733ccedacfb76dd4f76351,0,0,1,0,0.14,0.04,0.82,0.02
45154e7599aff46e3fc0ed0943ba1e8d,45154e7599aff46e3fc0ed0943ba1e8d,0,0,1,0,0.16,0.02,0.78,0.0
94467d1d9e416a6ad9c90c18bceaca6d,94467d1d9e416a6ad9c90c18bceaca6d,0,0,1,0,0.16,0.04,0.74,0.08
61d79ee3bfcc8505398f56200b3d43ac,61d79ee3bfcc8505398f56200b3d43ac,1,0,0,0,0.84,0.06,0.14,0.18
f9922d460dc7e3cb85364b103a5da89f,f9922d460dc7e3cb85364b103a5da89f,1,0,0,0,0.7,0.12,0.18,0.04
517bb158765284693b01d0584f425d3d,517bb158765284693b01d0584f425d3d,0,0,0,1,0.06,0.08,0.58,0.78
8f559ca858a440c803146c1df2399689,8f559ca858a440c803146c1df2399689,0,0,1,0,0.16,0.1,0.82,0.0
1032266e28af657e1efe98e80d5bc297,1032266e28af657e1efe98e80d5bc297,0,1,0,0,0.14,0.16,0.18,0.04
bc72bf72ef9ba120288cda6f61024a13,bc72bf72ef9ba120288cda6f61024a13,1,0,0,0,0.78,0.0,0.12,0.1
8c23b18c585f5dd243a8d9cf01efa580,8c23b18c585f5dd243a8d9cf01efa580,0,1,0,0,0.12,0.58,0.1,0.1
1225ddfd88d4f581d00457fcc13bc834,1225ddfd88d4f581d00457fcc13bc834,1,0,0,0,0.78,0.02,0.18,0.04
775910f9c79cca43d8c51c27ef856b81,775910f9c79cca43d8c51c27ef856b81,1,0,0,0,0.74,0.04,0.28,0.02
aaa37955ba07f7b52670d509e99f6de6,aaa37955ba07f7b52670d509e99f6de6,0,0,0,1,0.06,0.06,0.14,0.06
f224314f58e95eb92b39553762b22df3,f224314f58e95eb92b39553762b22df3,1,0,0,0,0.7,0.1,0.14,0.04
1a4b8da1a76458a2ed743e5bc68394b1,1a4b8da1a76458a2ed743e5bc68394b1,1,0,0,0,0.9,0.06,0.08,0.0
e67452ee1dbf0dc7cd2860a90eef54b9,e67452ee1dbf0dc7cd2860a90eef54b9,0,0,1,0,0.08,0.0,0.78,0.06
ea2319172207ff6d0ad1671ad9ba731b,ea2319172207ff6d0ad1671ad9ba731b,0,0,0,1,0.2,0.04,0.32,0.72
48a44f04f783851f962bd78d33ffe322,48a44f04f783851f962bd78d33ffe322,0,0,1,0,0.18,0.04,0.62,0.06
1d391fc50bcf3fef47afa59cb76aa8d5,1d391fc50bcf3fef47afa59cb76aa8d5,1,0,0,0,0.64,0.02,0.1,0.04
61a929afd61e2d67917664669cc1cb8f,61a929afd61e2d67917664669cc1cb8f,0,0,1,0,0.36,0.06,0.82,0.02
e2caec940611f912e24700d68763c2c6,e2caec940611f912e24700d68763c2c6,0,0,1,0,0.2,0.08,0.82,0.02
3e05492c825d4ef961e76be46567da9c,3e05492c825d4ef961e76be46567da9c,0,0,0,1,0.12,0.02,0.22,0.68
c6872254239dafcc383324bda4f3f54a,c6872254239dafcc383324bda4f3f54a,0,0,1,0,0.14,0.02,0.74,0.04
a8ba73fffa69b4b099564bb15aadebf5,a8ba73fffa69b4b099564bb15aadebf5,0,0,1,0,0.1,0.1,0.78,0.08
83a38fd478ddec75f2455ca06a2fcc8b,83a38fd478ddec75f2455ca06a2fcc8b,0,1,0,0,0.24,0.64,0.1,0.0
d8ed75b32143a6c3787ea90a186b6074,d8ed75b32143a6c3787ea90a186b6074,0,1,0,0,0.14,0.58,0.14,0.18
acf9037f74d2bc7af58ba789e5b0f79c,acf9037f74d2bc7af58ba789e5b0f79c,0,0,0,1,0.12,0.02,0.18,0.7
ddb9bf7e4ab2ac9186930a2ee33ae5b0,ddb9bf7e4ab2ac9186930a2ee33ae5b0,0,0,0,1,0.16,0.0,0.18,0.62
424cc7ae7bf37f11aa3ed034791fd975,424cc7ae7bf37f11aa3ed034791fd975,0,0,1,0,0.08,0.08,0.38,0.0
2a79157ab4682886d85814c0f5e4a0ea,2a79157ab4682886d85814c0f5e4a0ea,1,0,0,0,0.76,0.08,0.24,0.12
dcad721439ec2776b9e27dd02cb2e31a,dcad721439ec2776b9e27dd02cb2e31a,0,0,1,0,0.46,0.02,0.86,0.04
081e46f0b135109395f63aa4ed330279,081e46f0b135109395f63aa4ed330279,0,0,1,0,0.2,0.04,0.76,0.04
27302c94505df25f7b0da5dfb3f00e96,27302c94505df25f7b0da5dfb3f00e96,1,0,0,0,0.8,0.02,0.18,0.04
986d7dfa4ccbf449d427b89a918bccb1,986d7dfa4ccbf449d427b89a918bccb1,0,0,1,0,0.12,0.02,0.92,0.02
00cf999fff3605b29337e855d6c28015,00cf999fff3605b29337e855d6c28015,0,0,1,0,0.18,0.04,0.8,0.04
f4637cfb8ef23c9dbbdab21e57b10de8,f4637cfb8ef23c9dbbdab21e57b10de8,1,0,0,0,0.72,0.04,0.24,0.04
b22a9236159ef0a9405d3889ebbad124,b22a9236159ef0a9405d3889ebbad124,0,0,1,0,0.16,0.02,0.42,0.02
1bba4f846b40fd005b917c82499760c5,1bba4f846b40fd005b917c82499760c5,0,1,0,0,0.04,0.58,0.16,0.14
cadd6aaf3840f1649f35a4bc5e2eff84,cadd6aaf3840f1649f35a4bc5e2eff84,0,1,0,0,0.18,0.7,0.38,0.04
43e85ac69f7c53eb3b61e5a5ea0ad8bc,43e85ac69f7c53eb3b61e5a5ea0ad8bc,1,0,0,0,0.82,0.02,0.14,0.02
3fd1a4d3ad6349f35ad2709095c88a7a,3fd1a4d3ad6349f35ad2709095c88a7a,1,0,0,0,0.8,0.0,0.1,0.18
66580c77ef415951914ae436f749fecd,66580c77ef415951914ae436f749fecd,0,0,1,0,0.4,0.02,0.72,0.18
7cbf7c8b9fbca72e532b6aa19dad41e9,7cbf7c8b9fbca72e532b6aa19dad41e9,0,0,0,1,0.12,0.0,0.08,0.8
1ecdc48cec30fef810c2e5c47067ca1b,1ecdc48cec30fef810c2e5c47067ca1b,1,0,0,0,0.72,0.02,0.16,0.04
4d5da1e7c155d93f002434e3c3fee607,4d5da1e7c155d93f002434e3c3fee607,0,0,1,0,0.14,0.06,0.78,0.04
a42e3b323d50971a27aa59bd6f214337,a42e3b323d50971a27aa59bd6f214337,0,0,1,0,0.12,0.04,0.64,0.04
003207e9cf847662f343887e681d6bd7,003207e9cf847662f343887e681d6bd7,0,0,0,1,0.14,0.02,0.22,0.28
d053236d7560cab8b3773d3cb5030eb8,d053236d7560cab8b3773d3cb5030eb8,1,0,0,0,0.8,0.02,0.08,0.02
82d89e8b90343efbfa0c29c6c1133a78,82d89e8b90343efbfa0c29c6c1133a78,1,0,0,0,0.78,0.02,0.04,0.02
e4e7ce86a594b36f333d9af441c2b847,e4e7ce86a594b36f333d9af441c2b847,1,0,0,0,0.76,0.02,0.22,0.08
bd364c24b40ecb68b81b8ef94af76014,bd364c24b40ecb68b81b8ef94af76014,0,0,1,0,0.2,0.02,0.76,0.0
894c398491c2bd414211af5caaa2e730,894c398491c2bd414211af5caaa2e730,0,0,0,1,0.1,0.06,0.12,0.8
000ede06e1e83e651b46e4a6cb5cb1d3,000ede06e1e83e651b46e4a6cb5cb1d3,1,0,0,0,0.76,0.0,0.16,0.1
2ad2a939231d43c1831fa049a4b32f1c,2ad2a939231d43c1831fa049a4b32f1c,0,0,0,1,0.26,0.1,0.22,0.68
291b3bcb9228d5427b994f83fad1557b,291b3bcb9228d5427b994f83fad1557b,0,0,1,0,0.1,0.1,0.78,0.04
1de045342f520ce3b97ff162b30676c5,1de045342f520ce3b97ff162b30676c5,0,0,1,0,0.08,0.1,0.2,0.02857142857142857
450b289e0d058118f9bce8db0daf8b11,450b289e0d058118f9bce8db0daf8b11,1,0,0,0,0.66,0.06,0.12,0.06
0ff069f43de54345d05ce2ed37885af0,0ff069f43de54345d05ce2ed37885af0,1,0,0,0,0.76,0.02,0.38,0.06
f432cb0c1947bb88e4cf5ce1faf62db4,f432cb0c1947bb88e4cf5ce1faf62db4,0,0,0,1,0.42,0.02,0.2,0.06
c51de0317b76600b968c5d88e75b22de,c51de0317b76600b968c5d88e75b22de,0,0,1,0,0.12,0.0,0.74,0.0
86dbdede66c2bfedebb9b85938147f01,86dbdede66c2bfedebb9b85938147f01,0,0,1,0,0.12,0.02,0.74,0.0
ee84aa3c4e0a791a2a4cdea19250b296,ee84aa3c4e0a791a2a4cdea19250b296,1,0,0,0,0.72,0.1,0.1,0.08
6826184eb8317f4c5983bf27a9a3cfee,6826184eb8317f4c5983bf27a9a3cfee,0,0,0,1,0.08,0.02,0.12,0.78
6a747d5d9f772821105b5d9c99e2a819,6a747d5d9f772821105b5d9c99e2a819,0,0,0,1,0.12,0.06,0.18,0.7
80178b12a36fc54dd18d34eaa2dbc901,80178b12a36fc54dd18d34eaa2dbc901,1,0,0,0,0.7,0.02,0.1,0.06
07057a7a19556c7229ceb509229cc079,07057a7a19556c7229ceb509229cc079,0,0,1,0,0.16,0.02,0.76,0.04
b074b5a4e1e2f76dc0c2530faf422288,b074b5a4e1e2f76dc0c2530faf422288,0,0,1,0,0.12,0.12,0.8,0.06
d45c912afd3e198bfdabfcb56df4b711,d45c912afd3e198bfdabfcb56df4b711,0,0,1,0,0.16,0.1,0.88,0.04
eb32b267302f3f7171cece9a0f744f31,eb32b267302f3f7171cece9a0f744f31,0,1,0,0,0.18,0.68,0.1,0.06
c1a35a7e26164cf361d78e3cee6b8446,c1a35a7e26164cf361d78e3cee6b8446,1,0,0,0,0.74,0.04,0.16,0.08
06850d4f0542d9b59872f53790ddbf43,06850d4f0542d9b59872f53790ddbf43,0,0,1,0,0.16,0.06,0.72,0.04
d86dae8d2f8f5c329acc48abcfec708e,d86dae8d2f8f5c329acc48abcfec708e,0,0,1,0,0.16,0.02,0.68,0.12
e958f8c6383c2405360bf8975d414280,e958f8c6383c2405360bf8975d414280,0,0,1,0,0.2,0.04,0.6,0.02
d3d15c17e3d6d20272ebb6e60d1822dd,d3d15c17e3d6d20272ebb6e60d1822dd,0,0,1,0,0.14,0.08,0.78,0.12
8966da2e4e22ec69977bf57bfae144ef,8966da2e4e22ec69977bf57bfae144ef,0,0,1,0,0.12,0.08,0.76,0.1
4047c56bc9f56da9269a7b89ddc88c70,4047c56bc9f56da9269a7b89ddc88c70,1,0,0,0,0.76,0.04,0.14,0.0
fe86f4212b9a64f99d8585a2d492136c,fe86f4212b9a64f99d8585a2d492136c,1,0,0,0,0.82,0.02,0.14,0.04
95f6cc2ec4db4fb02846393709fa649b,95f6cc2ec4db4fb02846393709fa649b,0,0,1,0,0.14,0.02,0.52,0.06
410e2444e899ebc9edf8c09bb6a0abf2,410e2444e899ebc9edf8c09bb6a0abf2,1,0,0,0,0.78,0.06,0.12,0.06
0d7a3c89f52acbc9dcf0dace225bd1a3,0d7a3c89f52acbc9dcf0dace225bd1a3,0,0,1,0,0.12,0.02,0.84,0.02
ae25f6b22b443a1c1bc382c245696257,ae25f6b22b443a1c1bc382c245696257,1,0,0,0,0.76,0.04,0.16,0.06
dafd5b8e0ccf2bd70a34e7ee88c4392e,dafd5b8e0ccf2bd70a34e7ee88c4392e,1,0,0,0,0.72,0.1,0.08,0.08
cb7e19875df620ef048b4bd4946dd69e,cb7e19875df620ef048b4bd4946dd69e,1,0,0,0,0.74,0.04,0.14,0.06
24a718f6c77b0e2b0fed982e80724cac,24a718f6c77b0e2b0fed982e80724cac,1,0,0,0,0.78,0.08,0.14,0.14
569a59b57a6d4f0a4e502826350baa2d,569a59b57a6d4f0a4e502826350baa2d,0,0,1,0,0.203,0.02,0.8,0.13833333333333334
26e626429838832962b97c145d1c810c,26e626429838832962b97c145d1c810c,0,0,1,0,0.24,0.04,0.74,0.04
4915f59764076ac949115b4d2b48077c,4915f59764076ac949115b4d2b48077c,0,0,0,1,0.18,0.08,0.22,0.62
7f7e84143479e0bcbcf18898213437a9,7f7e84143479e0bcbcf18898213437a9,0,1,0,0,0.1,0.62,0.12,0.22
d4f0dd318b7e32584d42c6bb658e4147,d4f0dd318b7e32584d42c6bb658e4147,0,0,1,0,0.14,0.04,0.74,0.16
a98323e99a9cd755080d5ab4163b4e2a,a98323e99a9cd755080d5ab4163b4e2a,0,0,0,1,0.1,0.0,0.16,0.68
a787ad1931b976b1116371bf9e64da92,a787ad1931b976b1116371bf9e64da92,0,0,1,0,0.18,0.02,0.84,0.02
1e98a95f92c0bb411e1f00e5deb9f876,1e98a95f92c0bb411e1f00e5deb9f876,1,0,0,0,0.68,0.04,0.18,0.1
a0930fdfddc80d2ac1f74d8be3dee11d,a0930fdfddc80d2ac1f74d8be3dee11d,1,0,0,0,0.34,0.1,0.16,0.02
f9d131a6260fc6da675972dae203a79e,f9d131a6260fc6da675972dae203a79e,1,0,0,0,0.78,0.02,0.22,0.06
c0186637fd72fef68d356136eadff2a7,c0186637fd72fef68d356136eadff2a7,0,0,1,0,0.14,0.0,0.74,0.28
b375b1b431077a4ffb6b771de16e1d03,b375b1b431077a4ffb6b771de16e1d03,0,0,1,0,0.2,0.06,0.78,0.04
4bcace84bf8b1098a727a5c6d80f29f6,4bcace84bf8b1098a727a5c6d80f29f6,1,0,0,0,0.72,0.06,0.14,0.12
5fa4e9b2102f93bbf225504a1ee982e5,5fa4e9b2102f93bbf225504a1ee982e5,0,0,1,0,0.2,0.06,0.8,0.06
9f7ec68af6e61bd3dd0cc4b62c37be5b,9f7ec68af6e61bd3dd0cc4b62c37be5b,0,0,1,0,0.08,0.0,0.8733333333333334,0.11666666666666668
103a1a5e58fbd99e1d690c0950bbd292,103a1a5e58fbd99e1d690c0950bbd292,1,0,0,0,0.78,0.06,0.14,0.04
0a46091a03382e985c331ec4e23f380b,0a46091a03382e985c331ec4e23f380b,0,0,1,0,0.12,0.02,0.82,0.02
c46b0324fef28eaeb5d4c9ab52346523,c46b0324fef28eaeb5d4c9ab52346523,0,0,1,0,0.12,0.06,0.8,0.06
0189634a03c174ec74e02e3393e2a067,0189634a03c174ec74e02e3393e2a067,0,0,1,0,0.08,0.06,0.78,0.06
b2decbb3b01a34ea9f64d8c4e5859d27,b2decbb3b01a34ea9f64d8c4e5859d27,0,1,0,0,0.08,0.6,0.08,0.02
4435e2dfdf67b91fa46f95447c82ec6f,4435e2dfdf67b91fa46f95447c82ec6f,0,0,1,0,0.5,0.02,0.72,0.18
29b2d2f174ec4a4bb698ee81be19c394,29b2d2f174ec4a4bb698ee81be19c394,0,0,1,0,0.14,0.08,0.74,0.04
53385be04f7cce50591c0a7f96938e3e,53385be04f7cce50591c0a7f96938e3e,0,0,1,0,0.44,0.2,0.78,0.04
27a9d074d62b6d4dcb56f0b1905c5351,27a9d074d62b6d4dcb56f0b1905c5351,1,0,0,0,0.8,0.02,0.16,0.02
af40b6c54473d8903169b25a1c0f2cd3,af40b6c54473d8903169b25a1c0f2cd3,0,0,1,0,0.22,0.04,0.8,0.08
42da47db30801bc540a88285569d461f,42da47db30801bc540a88285569d461f,1,0,0,0,0.8,0.02,0.1,0.02
449cd37deff7e95495668e69cf9fa390,449cd37deff7e95495668e69cf9fa390,0,1,0,0,0.14,0.62,0.24,0.02
094f6bca1d3c2d3c78777d4b166094ee,094f6bca1d3c2d3c78777d4b166094ee,0,0,1,0,0.08,0.02,0.76,0.04
edb9b65ab82bda9302619e46eb38ecf1,edb9b65ab82bda9302619e46eb38ecf1,1,0,0,0,0.88,0.12,0.1,0.02
694a219b0515d0c49449ab17aff75828,694a219b0515d0c49449ab17aff75828,1,0,0,0,0.78,0.06,0.08,0.08
4fdc200fbe445b6a37acf8c1cf8a34fe,4fdc200fbe445b6a37acf8c1cf8a34fe,1,0,0,0,0.86,0.02,0.04,0.04
1a9dac19fcfb9937f367d97129491ad2,1a9dac19fcfb9937f367d97129491ad2,1,0,0,0,0.74,0.04,0.08,0.1
27d7644cb11724a00461f097d055de6c,27d7644cb11724a00461f097d055de6c,0,0,1,0,0.14,0.0,0.7,0.08
c1b75283e5bb6da1ecebf63f21419b94,c1b75283e5bb6da1ecebf63f21419b94,0,0,1,0,0.04,0.02,0.86,0.04
2e43ce0487c50e69f1c4bb591dd71172,2e43ce0487c50e69f1c4bb591dd71172,0,0,1,0,0.14,0.02,0.82,0.06
406b53bc786745264f03e28c8de65b82,406b53bc786745264f03e28c8de65b82,1,0,0,0,0.8,0.02,0.14,0.04
e120a84b0d7604356cf46e2970d6f98f,e120a84b0d7604356cf46e2970d6f98f,1,0,0,0,0.76,0.04,0.02,0.08
d4e9a5d8f2bf3fcaa7b7e2b98f1d3305,d4e9a5d8f2bf3fcaa7b7e2b98f1d3305,1,0,0,0,0.78,0.04,0.18,0.22
643031e5cec703addc2eaa5fdf1d56d3,643031e5cec703addc2eaa5fdf1d56d3,0,0,1,0,0.1,0.06,0.82,0.06
624adfcbbfe78d3f37820d6c70e2cab9,624adfcbbfe78d3f37820d6c70e2cab9,0,0,1,0,0.5,0.06,0.7,0.08
6a13d9698f3d69ab6a4f53ea89390144,6a13d9698f3d69ab6a4f53ea89390144,1,0,0,0,0.76,0.04,0.36,0.04
b34e3bca6d1aea4594f472ce50ab540a,b34e3bca6d1aea4594f472ce50ab540a,0,1,0,0,0.14,0.74,0.2,0.06
799c83274b2b8a4189c4c2a7e5affd72,799c83274b2b8a4189c4c2a7e5affd72,0,0,1,0,0.12,0.0,0.72,0.04
15b2544bb60af86fd6b688237bd69566,15b2544bb60af86fd6b688237bd69566,0,1,0,0,0.44,0.58,0.24,0.06
936d017615f1c715d4ee95d6ccf88654,936d017615f1c715d4ee95d6ccf88654,0,0,1,0,0.1,0.04,0.78,0.02
b10a6a4213bc86bc7b0bc76557521e77,b10a6a4213bc86bc7b0bc76557521e77,0,0,1,0,0.04,0.04,0.3,0.04
